Issue key,Issue id,Summary,Fix versions,Fix versions,Fix versions,Fix versions,Status,Created,Updated,Priority,Resolution,Affects versions,Affects versions,Affects versions,Security Level,Labels,Labels,Labels,Labels,Issue Type
NAS-136329,123074,Using API Key with REST API in Scale 25.04.1 Returns Incorrect 401,SCALE-25.04.2 (Fangtooth),SCALE-25.10-ALPHA.1 (Goldeye),,,Done,14/Jun/25 10:30 PM,20/Jun/25 3:30 PM,High,Complete,SCALE-25.04.0 (Fangtooth),SCALE-25.04.1 (Fangtooth),,,COMMUNITY_USER,ready_for_review,,,Bug
NAS-136331,123078,Use `protected` in more places,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,15/Jun/25 4:49 AM,16/Jun/25 11:20 AM,Low,Complete,,,,,IX_EMPLOYEE,technical-improvement,,,Improvement
NAS-136338,123094,"Credentials -> Users ""Can not retrieve response""",SCALE-25.04.2 (Fangtooth),SCALE-25.10-BETA.1 (Goldeye),,,Done,16/Jun/25 5:41 AM,30/Jun/25 9:30 AM,Medium,Complete,SCALE-25.04.1 (Fangtooth),,,,COMMUNITY_USER,ready_for_assignment,,,Bug
NAS-136339,123097,"EEFault Too Many Arguments (expected 1, found 2) is still happening ",SCALE-25.04.2 (Fangtooth),SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-BETA.1 (Goldeye),,Done,16/Jun/25 5:48 AM,25/Jun/25 9:55 AM,Medium,Complete,Master - TrueNAS Nightlies,,,,COMMUNITY_USER,ready_for_assignment,,,Bug
NAS-136347,123129,Netbiosname length undefined in join_ipa,SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-BETA.1 (Goldeye),,,Done,16/Jun/25 12:16 PM,18/Jun/25 7:39 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,Bug
NAS-136360,123177,Changing Network from DHCP to Static Causes Issues,SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-BETA.1 (Goldeye),,,Done,17/Jun/25 2:41 PM,14/Jul/25 10:40 AM,Medium,Complete,SCALE-24.10.2.2 (ElectricEel),SCALE-25.04.1 (Fangtooth),,,COMMUNITY_USER,july-2510,ready_for_assignment,,Bug
NAS-136365,123187,Use private in more methods,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,18/Jun/25 5:38 AM,18/Jun/25 10:47 AM,Low,Complete,,,,,IX_EMPLOYEE,technical-improvement,,,Improvement
NAS-136371,123211,Finish support for update tagging,SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-BETA.1 (Goldeye),,,Done,19/Jun/25 5:09 AM,11/Jul/25 2:04 AM,High,Complete,,,,,IX_EMPLOYEE,,,,New Feature
NAS-136372,123213,Various smaller fixes,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,19/Jun/25 5:11 AM,20/Jun/25 3:17 AM,Low,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-136373,123214,Automate PR creation,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,19/Jun/25 8:55 AM,23/Jun/25 6:00 AM,Low,Complete,,,,,IX_EMPLOYEE,technical-improvement,,,Improvement
NAS-136374,123216,De-emphasize some fields in cloud credentials form,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,19/Jun/25 9:34 AM,05/Aug/25 7:46 AM,Low,Complete,,,,,doc_impact,doc_resolved,IX_EMPLOYEE,,Improvement
NAS-136387,123242,Fix searchable elements for NVMe-oF and new users page,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,20/Jun/25 3:35 AM,30/Jun/25 6:34 AM,Low,Complete,,,,,IX_EMPLOYEE,,,,New Feature
NAS-136405,123265,Update ZFS to 2.2.3 release tag and cherry-pick extra fixes,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,20/Jun/25 1:45 PM,23/Jun/25 8:52 AM,High,Complete,SCALE-25.04.1 (Fangtooth),,,,IX_EMPLOYEE,,,,Improvement
NAS-136419,123285,Improve messaging for OTP password and http credentials,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,23/Jun/25 6:30 AM,25/Jun/25 8:38 AM,Low,Complete,,,,,doc_impact,IX_EMPLOYEE,,,Improvement
NAS-136423,123291,More fixes for new user management,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,23/Jun/25 9:14 AM,30/Jun/25 6:34 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,New Feature
NAS-136434,123320,Dashboard -> Apps Widget -> Application type Block I/O chart wrong,SCALE-25.10-BETA.1 (Goldeye),SCALE-26.04-BETA.1 (Halfmoon),,,Done,23/Jun/25 4:34 PM,29/Jul/25 4:17 AM,Low,Complete,SCALE-25.04.1 (Fangtooth),,,,es-2510,IX_EMPLOYEE,july-2510,ready_for_review,Bug
NAS-136442,123334,"""View Disk Space Reports"" link on reporting page doesn't take you to reports about disk space.",SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-BETA.1 (Goldeye),,,Done,24/Jun/25 10:51 AM,14/Jul/25 3:27 AM,Low,Complete,SCALE-24.10.2.2 (ElectricEel),,,,COMMUNITY_USER,ready_for_review,,,Bug
NAS-136454,123389,Add playwright support to claude,SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-BETA.1 (Goldeye),,,Done,25/Jun/25 12:42 PM,29/Jun/25 9:52 AM,Low,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-136456,123396,Remove @angular/animations,SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-BETA.1 (Goldeye),,,Done,26/Jun/25 5:31 AM,03/Jul/25 6:37 AM,Medium,Complete,,,,,IX_EMPLOYEE,technical-improvement,,,Improvement
NAS-136466,123418,Add secure boot checkbox to UI,SCALE-25.04.2 (Fangtooth),SCALE-25.04.3 (Fangtooth),SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-BETA.1 (Goldeye),Done,27/Jun/25 4:38 AM,05/Aug/25 7:43 AM,Medium,Complete,,,,,doc_impact,doc_resolved,IX_EMPLOYEE,,New Feature
NAS-136499,123537,Enable access-based-enumeration for NFSv4 acltype shares,SCALE-25.10-BETA.1 (Goldeye),,,,Done,30/Jun/25 4:37 PM,15/Aug/25 11:07 AM,Medium,Complete,,,,,doc_impact,IX_EMPLOYEE,release_notes_mention,,Defect
NAS-136503,123546,Be smarter about timemachine shares and SMB2/3 extensions,SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-BETA.1 (Goldeye),,,Done,01/Jul/25 4:01 AM,10/Jul/25 8:07 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-136509,123559,Enterprise-readiness for VMs on HA systems,SCALE-25.10-BETA.1 (Goldeye),,,,Done,01/Jul/25 10:24 AM,18/Aug/25 2:37 PM,High,Complete,SCALE-25.04.2 (Fangtooth),,,,Features,IX_EMPLOYEE,VM,,Epic
NAS-136510,123567,RClone Version is outdated and contains bugs,SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-BETA.1 (Goldeye),,,Done,01/Jul/25 12:43 PM,09/Jul/25 8:23 AM,Low,Complete,Master - TrueNAS Nightlies,,,,COMMUNITY_USER,ready_for_review,,,Bug
NAS-136514,123578,Support rate limiting for TrueCloud Backup tasks in the UI,SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-BETA.1 (Goldeye),,,Done,01/Jul/25 5:48 PM,18/Jul/25 12:27 PM,Low,Complete,,,,,doc_impact,IX_EMPLOYEE,july-2510,,Improvement
NAS-136520,123610,"Transport Type just spins, cannot Add Port on NVMeOF",SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-BETA.1 (Goldeye),,,Done,02/Jul/25 9:16 AM,07/Jul/25 7:16 AM,Medium,Complete,Master - TrueNAS Nightlies,,,,IX_EMPLOYEE,,,,Bug
NAS-136521,123621,Cannot add/save a port in NVMe-oF without a static address,SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-BETA.1 (Goldeye),,,Done,02/Jul/25 9:51 AM,10/Jul/25 4:13 AM,Low,Complete,Master - TrueNAS Nightlies,,,,IX_EMPLOYEE,,,,Bug
NAS-136526,123639,Some NVMe-oF Global Settings should be hidden,SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-BETA.1 (Goldeye),,,Done,02/Jul/25 1:11 PM,04/Jul/25 2:45 AM,Low,Complete,Master - TrueNAS Nightlies,,,,from_ui,IX_EMPLOYEE,,,Bug
NAS-136550,123680,Use claude for PR reviews,SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-BETA.1 (Goldeye),,,Done,03/Jul/25 12:19 PM,07/Jul/25 5:32 AM,Medium,Complete,,,,,IX_EMPLOYEE,technical-improvement,,,Improvement
NAS-136553,123688,Expose secure/insecure registry mirrors in docker configuration UI,SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-BETA.1 (Goldeye),,,Done,03/Jul/25 4:21 PM,15/Jul/25 8:48 AM,Low,Complete,,,,,doc_impact,IX_EMPLOYEE,,,New Feature
NAS-136560,123703,Web UI SMB create mask / diectory mask documented defaults do not match generated smb.conf,SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-BETA.1 (Goldeye),,,Done,04/Jul/25 11:45 AM,10/Jul/25 3:25 AM,Medium,Complete,SCALE-25.04.1 (Fangtooth),,,,COMMUNITY_USER,ready_for_review,,,Bug
NAS-136563,123709,Update GE mirrors,SCALE-25.10-BETA.1 (Goldeye),,,,Done,05/Jul/25 10:39 AM,05/Jul/25 3:21 PM,Undefined,Complete,,,,,IX_EMPLOYEE,,,,New Feature
NAS-136572,123730,Add developer documentation,SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-BETA.1 (Goldeye),,,Done,07/Jul/25 6:45 AM,09/Jul/25 2:30 AM,Low,Complete,,,,,IX_EMPLOYEE,technical-improvement,,,Improvement
NAS-136574,123734,Show network interface description in the table,N/A,SCALE-25.10-ALPHA.1 (Goldeye),,,Done,07/Jul/25 7:10 AM,07/Jul/25 7:51 AM,Low,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-136588,123756,Add sudo commands fields,SCALE-25.10-BETA.1 (Goldeye),,,,Done,07/Jul/25 9:37 AM,29/Jul/25 4:17 AM,High,Complete,,,,,IX_EMPLOYEE,,,,New Feature
NAS-136593,123772,Add final event for API installation completion,SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-BETA.1 (Goldeye),,,Done,07/Jul/25 10:57 AM,17/Jul/25 10:10 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-136625,123836,get error 'NoneType' object is not subscriptable when trying to create vdev in pool with removed disk,SCALE-25.04.2 (Fangtooth),SCALE-25.10-BETA.1 (Goldeye),,,Done,08/Jul/25 11:49 PM,22/Jul/25 5:06 AM,Low,Complete,SCALE-25.04.1 (Fangtooth),,,,COMMUNITY_USER,july-2510,ready_for_review,,Bug
NAS-136628,123846,Expect 401 when revoking TNC certificate,SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-RC.1 (Goldeye),,,Done,09/Jul/25 11:14 AM,17/Jul/25 10:06 AM,Low,Complete,SCALE-25.10-ALPHA.1 (Goldeye),,,,IX_EMPLOYEE,,,,Bug
NAS-136630,123855,Remove idmap_autorid as a choice for idmap backends,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,09/Jul/25 2:25 PM,15/Aug/25 11:08 AM,Medium,Complete,SCALE-25.10-ALPHA.1 (Goldeye),,,,doc_impact,IX_EMPLOYEE,release_notes_mention,,Defect
NAS-136653,123910,Investigate how we can improve reporting for critical GPUs wrt passthrough,SCALE-25.10-BETA.1 (Goldeye),,,,Done,10/Jul/25 5:21 PM,30/Jul/25 6:40 AM,Low,Complete,,,,,IX_EMPLOYEE,july-2510,,,Improvement
NAS-136666,123934,Expand Pool Error,SCALE-25.10-BETA.1 (Goldeye),SCALE-25.10-RC.1 (Goldeye),,,Done,11/Jul/25 6:18 PM,21/Jul/25 1:50 PM,Low,Complete,SCALE-25.04.1 (Fangtooth),,,,COMMUNITY_USER,ready_for_assignment,,,Bug
NAS-136674,123975,Optimize samba reopens from pathref struct files_struct,SCALE-25.10-BETA.1 (Goldeye),,,,Done,12/Jul/25 9:19 PM,15/Jul/25 8:33 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-136676,123977,No indication that apps are using an IP address that has been removed,SCALE-25.10-BETA.1 (Goldeye),,,,Done,13/Jul/25 10:11 AM,25/Jul/25 8:34 AM,Low,Complete,SCALE-25.04.1 (Fangtooth),,,,COMMUNITY_USER,,,,Bug
NAS-136688,124009,Build issue of WebUI,SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-BETA.1 (Goldeye),,,Done,14/Jul/25 1:37 PM,14/Jul/25 3:58 PM,High,Complete,,,,,IX_EMPLOYEE,,,,Bug
NAS-136703,124028,fix token already exists error in mw,SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-BETA.1 (Goldeye),,,Done,15/Jul/25 7:57 AM,17/Jul/25 10:04 AM,Blocker,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-136722,124062,Port middleware interface TNC changes to truenas installer,SCALE-25.10-BETA.1 (Goldeye),,,,Done,15/Jul/25 4:24 PM,25/Jul/25 9:49 AM,High,Complete,,,,,IX_EMPLOYEE,,,,New Feature
NAS-136741,124102,Everyday middlewared hangs and prevents me from using the web-ui,SCALE-25.04.2 (Fangtooth),SCALE-25.10-BETA.1 (Goldeye),,,Done,17/Jul/25 3:50 AM,18/Jul/25 10:47 AM,High,Complete,SCALE-25.04.1 (Fangtooth),,,,COMMUNITY_USER,,,,Bug
NAS-136745,124112,Remove Tester Update Profile (API),SCALE-25.10-BETA.1 (Goldeye),,,,Done,17/Jul/25 7:41 AM,17/Jul/25 8:34 AM,Blocker,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-136752,124120,Remove Auxiliary Kerberos settings,SCALE-25.10-BETA.1 (Goldeye),,,,Done,17/Jul/25 9:50 AM,15/Aug/25 12:00 PM,Medium,Complete,,,,,doc_impact,IX_EMPLOYEE,,,Bug
NAS-136758,124130,Take advantage of `immutable` field for groups,SCALE-25.10-BETA.1 (Goldeye),,,,Done,17/Jul/25 12:42 PM,22/Jul/25 5:25 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-136760,124133,Webui should expose the `primary_kdc` field for kerberos realms,SCALE-25.10-BETA.1 (Goldeye),,,,Done,17/Jul/25 2:55 PM,15/Aug/25 12:00 PM,Medium,Complete,,,,,doc_impact,IX_EMPLOYEE,ready_for_assignment,,Improvement
NAS-136764,124141,"Cannot delete datasets, Path not found",SCALE-25.10-BETA.1 (Goldeye),SCALE-25.10-RC.1 (Goldeye),,,Done,17/Jul/25 11:32 PM,28/Jul/25 12:47 PM,Medium,Complete,SCALE-25.04.1 (Fangtooth),,,,COMMUNITY_USER,ready_for_assignment,,,Bug
NAS-136766,124147,Trying to update to latest nightly - Extra inputs are forbidden,SCALE-25.10-BETA.1 (Goldeye),,,,Done,18/Jul/25 5:20 AM,18/Jul/25 3:10 PM,Blocker,Complete,Master - TrueNAS Nightlies,,,,COMMUNITY_USER,ready_for_review,,,Bug
NAS-136780,124170,Improve webui linting,SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-BETA.1 (Goldeye),,,Done,18/Jul/25 12:05 PM,18/Jul/25 1:04 PM,Low,Complete,SCALE-25.10-BETA.1 (Goldeye),,,,IX_EMPLOYEE,,,,Improvement
NAS-136781,124171,"Shift iSCSI, nvme functional tests to `tests/sharing_protocols`",N/A,SCALE-25.10-BETA.1 (Goldeye),,,Done,18/Jul/25 12:52 PM,18/Jul/25 6:42 PM,Medium,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-136784,124176,Improve how we report GPUs which are critical to be isolated in the UI,SCALE-25.10-BETA.1 (Goldeye),,,,Done,18/Jul/25 4:40 PM,22/Jul/25 9:23 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-136793,124192,Currently installed version [...] is newer than the newest version [...] provided by train TrueNAS-SCALE-Goldeye-Nightlies.,Master - TrueNAS Nightlies,SCALE-25.10-BETA.1 (Goldeye),,,Done,20/Jul/25 5:15 PM,24/Jul/25 12:28 PM,Undefined,Complete,,,,,IX_EMPLOYEE,,,,Bug
NAS-136794,124193,"bugclerk says go to ""system->advanced->save debug""  but its actually system->general settings->save debug to get a manual debug",SCALE-25.10-BETA.1 (Goldeye),,,,Done,20/Jul/25 5:33 PM,21/Jul/25 11:07 AM,Low,Complete,,,,,IX_EMPLOYEE,ready_for_review,,,Bug
NAS-136796,124198,Scrub task not starting on new pool,SCALE-25.04.2 (Fangtooth),SCALE-25.10-BETA.1 (Goldeye),,,Done,21/Jul/25 1:57 AM,22/Jul/25 7:38 AM,Low,Complete,SCALE-25.04.1 (Fangtooth),,,,COMMUNITY_USER,ready_for_assignment,,,Bug
NAS-136797,124202,eslint/plugin-kit,SCALE-25.10-BETA.1 (Goldeye),,,,Done,21/Jul/25 6:15 AM,05/Aug/25 7:51 AM,High,Complete,,,,,IX_EMPLOYEE,,,,Bug
NAS-136822,124251,Change update API to retrieve release notes summary,SCALE-25.10-BETA.1 (Goldeye),,,,Done,22/Jul/25 10:36 AM,24/Jul/25 10:25 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-136851,124302,Containers page is under ui/instances URL,SCALE-25.10-BETA.1 (Goldeye),SCALE-25.10-RC.1 (Goldeye),,,Done,24/Jul/25 8:58 AM,29/Jul/25 4:15 AM,Medium,Complete,SCALE-25.10-ALPHA.1 (Goldeye),,,,IX_EMPLOYEE,,,,Bug
NAS-136852,124303,Remove all mentions of Incus,SCALE-25.10-BETA.1 (Goldeye),,,,Done,24/Jul/25 9:01 AM,29/Jul/25 4:15 AM,Medium,Complete,SCALE-25.10-BETA.1 (Goldeye),,,,IX_EMPLOYEE,,,,Bug
NAS-136861,124322,OpenStack Swift cloud provider authentification v3 fails due to required field tenant_id,SCALE-25.10-BETA.1 (Goldeye),SCALE-25.10-RC.1 (Goldeye),,,Done,25/Jul/25 5:36 AM,31/Jul/25 6:09 AM,Medium,Complete,SCALE-25.04.1 (Fangtooth),,,,COMMUNITY_USER,ready_for_assignment,,,Bug
NAS-136862,124324,"Add ""mounted"" to pool.dataset.details",SCALE-25.10-BETA.1 (Goldeye),SCALE-25.10-RC.1 (Goldeye),,,Done,25/Jul/25 9:04 AM,28/Jul/25 1:20 PM,Medium,Complete,SCALE-25.04.1 (Fangtooth),,,,IX_EMPLOYEE,ready_for_assignment,,,Bug
NAS-136873,124338,cli slow user input,SCALE-25.10-BETA.1 (Goldeye),SCALE-26.04-ALPHA.1 (Halfmoon),,,Done,25/Jul/25 6:17 PM,01/Aug/25 12:06 PM,Low,Complete,SCALE-25.04.1 (Fangtooth),,,,COMMUNITY_USER,ready_for_assignment,,,Bug
NAS-136878,124348,can't export the system config via cli on fangtooth,SCALE-25.10-BETA.1 (Goldeye),SCALE-25.10-RC.1 (Goldeye),SCALE-26.04-ALPHA.1 (Halfmoon),,Done,27/Jul/25 5:06 PM,22/Aug/25 2:01 PM,Low,Complete,SCALE-25.04.1 (Fangtooth),,,,COMMUNITY_USER,ready_for_assignment,,,Bug
NAS-136913,124451,Clean upgrade strategy code from apps validation,SCALE-25.10-BETA.1 (Goldeye),SCALE-26.04-BETA.1 (Halfmoon),,,Done,30/Jul/25 4:20 PM,19/Aug/25 4:50 PM,Low,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-136914,124453,Remove k8s migration validation logic from apps validation,SCALE-25.10-BETA.1 (Goldeye),SCALE-26.04-BETA.1 (Halfmoon),,,Done,30/Jul/25 4:21 PM,19/Aug/25 4:50 PM,Undefined,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-136929,124470,Update the payload of enabling/disabling TNC service ,SCALE-25.10-BETA.1 (Goldeye),SCALE-25.10-RC.1 (Goldeye),,,Done,31/Jul/25 10:23 AM,01/Aug/25 6:30 AM,High,Complete,,,,,IX_EMPLOYEE,,,,Bug
NAS-136941,124505,Update from Electric Eel Breaks Virtual Machines Page,SCALE-25.04.2.1 (Fangtooth),SCALE-25.10-BETA.1 (Goldeye),SCALE-26.04-ALPHA.1 (Halfmoon),,Done,31/Jul/25 6:51 PM,13/Aug/25 8:45 AM,Blocker,Complete,SCALE-25.04.2 (Fangtooth),,,,COMMUNITY_USER,,,,Bug
NAS-136946,124525,Fangtooth update 25.10.2 broke my Home Assistant Virtual Machine,SCALE-25.10-BETA.1 (Goldeye),SCALE-25.10-RC.1 (Goldeye),SCALE-26.04-ALPHA.1 (Halfmoon),,Done,01/Aug/25 3:53 AM,05/Aug/25 8:59 AM,Medium,Complete,SCALE-25.04.2 (Fangtooth),,,,COMMUNITY_USER,ready_for_review,,,Bug
NAS-136947,124529,switch to nvidia open source driver to bring in 50-series support,SCALE-25.10-BETA.1 (Goldeye),,,,Done,01/Aug/25 6:17 AM,15/Aug/25 11:09 AM,High,Complete,SCALE-25.10-BETA.1 (Goldeye),,,,doc_impact,IX_EMPLOYEE,release_notes_mention,,Defect
NAS-136949,124531,ignore libvirt* related services in service_remote on HA,SCALE-25.10-BETA.1 (Goldeye),,,,Done,01/Aug/25 7:32 AM,01/Aug/25 8:00 AM,High,Complete,SCALE-25.04.2.1 (Fangtooth),,,,IX_EMPLOYEE,,,,Improvement
NAS-136995,124620,update.status returns error,SCALE-25.10-BETA.1 (Goldeye),SCALE-25.10-RC.1 (Goldeye),SCALE-26.04-ALPHA.1 (Halfmoon),,Done,04/Aug/25 12:46 PM,19/Aug/25 3:03 PM,High,Complete,Master - TrueNAS Nightlies,,,,IX_EMPLOYEE,,,,Bug
NAS-137041,124703,Add new property in the system_info to indicate the completion of the installation.,SCALE-25.10-BETA.1 (Goldeye),SCALE-25.10-RC.1 (Goldeye),SCALE-26.04-ALPHA.1 (Halfmoon),,Done,06/Aug/25 7:55 AM,19/Aug/25 4:45 PM,Medium,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-137050,124721,ACL Setting Broken on 26.04,SCALE-25.10-BETA.1 (Goldeye),SCALE-25.10-RC.1 (Goldeye),SCALE-26.04-ALPHA.1 (Halfmoon),,Done,06/Aug/25 4:43 PM,07/Aug/25 7:29 AM,Medium,Complete,SCALE-26.04-ALPHA.1 (Halfmoon),,,,IX_EMPLOYEE,,,,Bug
NAS-137184,124982,add back VNC option to VM plugin,SCALE-25.10-BETA.1 (Goldeye),SCALE-25.10-RC.1 (Goldeye),SCALE-26.04-ALPHA.1 (Halfmoon),,Done,15/Aug/25 2:57 PM,18/Aug/25 7:22 AM,High,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-137185,124983,expose VNC options in VM plugin,SCALE-25.10-BETA.1 (Goldeye),SCALE-25.10-RC.1 (Goldeye),SCALE-26.04-ALPHA.1 (Halfmoon),,Done,15/Aug/25 2:59 PM,21/Aug/25 2:15 PM,High,Complete,,,,,doc_impact,IX_EMPLOYEE,tests_impact,,Improvement
NAS-137199,125014,Strange certificate error (TNC?),N/A,SCALE-25.10-BETA.1 (Goldeye),SCALE-25.10-RC.1 (Goldeye),SCALE-26.04-ALPHA.1 (Halfmoon),Done,17/Aug/25 10:17 AM,19/Aug/25 4:50 PM,Undefined,Complete,Master - TrueNAS Nightlies,,,,IX_EMPLOYEE,,,,Bug
